0,0,0,0,1.006944444
100,0,0,-200,1.125
105,0,0,-200,1.236111111
110,0,0,-200,1.361111111
115,0,0,-200,1.5
120,0,0,-200,1.638888889
125,0,0,-200,1.791666667
130,0,0,-200,1.958333333
135,0,0,-200,2.131944444
140,0,0,-200,2.3125
145,0,0,-200,2.513888889
150,0,0,-200,2.722222222
155,0,0,-200,2.944444444
160,0,0,-200,3.1875
165,0,0,-200,3.444444444
170,0,0,-200,3.715277778
175,0,0,-200,4.006944444
180,0,0,-200,4.319444444
185,0,0,-200,4.659722222
190,0,0,-200,5.013888889
195,0,0,-200,5.402777778
200,0,0,-200,5.8125
205,0,0,-200,6.256944444
210,0,0,-200,6.729166667
215,0,0,-200,7.243055556
220,0,0,-200,7.791666667
225,0,0,-200,8.388888889
230,0,0,-200,9.034722222
235,0,0,-200,9.729166667
240,0,0,-200,10.48611111
245,0,0,-200,11.29861111
245,0,0,-200,11.29861111
250,0,0,-200,12.19444444
255,0,0,-200,13.16666667
260,0,0,-200,14.22222222
265,0,0,-200,15.38194444
270,0,0,-200,16.65972222
275,0,0,-200,18.0625
280,0,0,-200,19.60416667
285,0,0,-200,21.3125
295,0,0,-200,25.36111111
300,0,0,-200,27.88194444
305,0,0,-200,30.46527778
